,price,address,postcode,number_bedrooms
261,475000.0,"Caulfield Gardens, Pinner, Middlesex, HA5",HA5,2.0
262,430000.0,"Bletchley Court, Hitchin Lane, Stanmore, Middlesex, HA7",HA7,2.0
263,1350000.0,"Dalkeith Grove, Stanmore, HA7",HA7,5.0
266,415000.0,"West End Lane, Pinner, Middlesex HA5",HA5,2.0
267,769000.0,"Elms Road, Harrow HA3",HA3,5.0
268,425000.0,"Rose Court, Nursery Road, Pinner, Middlesex, HA5",HA5,3.0
269,625000.0,"Shaftesbury Avenue, South Harrow, Harrow, Middlesex, HA2",HA2,4.0
270,300000.0,"Platinum House, Harrow, Middlesex, HA1 2EX",HA1,2.0
271,575000.0," The Mount House,  Harrow on the Hill, HA1",HA1,3.0
275,365000.0,"Bolton Road, Harrow, Middlesex, HA1",HA1,1.0
276,365000.0,"Redwood House, 29 Peterborough Road, Harrow, HA1",HA1,2.0
277,475000.0,"Spinnells Road, Harrow, Middlesex, HA2",HA2,3.0
278,600000.0,"Torbay Road, Harrow, Middlesex, HA2",HA2,4.0
279,430000.0,"Stanmore,Middlesex,HA7",HA7,2.0
282,600000.0,"Elmfield Close, Harrow on the Hill, Harrow, HA1",HA1,3.0
283,450000.0,"High Road, Harrow, Middlesex, HA3",HA3,3.0
284,895000.0,"Fairview Way, Edgware, HA8",HA8,4.0
285,375000.0,"Sudbury Hill, Harrow on the Hill, Harrow, HA1",HA1,2.0
286,650000.0,"Greenford Road, Harrow HA1",HA1,6.0
288,300000.0,"Drury Road, Harrow, HA1",HA1,1.0
290,475000.0,"Fitzgerald House, Elmgrove Road, Harrow, HA1 2QH",HA1,2.0
293,300000.0,"Platinum House , Harrow , Middlesex , HA1 2EX",HA1,2.0
294,555000.0,"Greenhill Way, Harrow, Greater London, HA1",HA1,3.0
295,450000.0,"Greenhill Way, Harrow, Greater London, HA1",HA1,2.0
296,395000.0,"Greenhill Way, Harrow, Greater London, HA1",HA1,1.0
301,499950.0,"Northolt Road, Harrow, Middlesex, HA2",HA2,2.0
303,349950.0,"Everton Drive, Stanmore, Greater London, HA7",HA7,2.0
307,575000.0,"Kingshill Drive, Harrow, HA3",HA3,3.0
308,1395000.0,"Lake View, Edgware, HA8",HA8,6.0
311,340000.0,"Stratton Close,Edgware,HA8",HA8,2.0
312,280000.0,"Alexandra Avenue, Harrow, HA2 8PX ",HA2,1.0
315,550000.0,"Broadcroft Avenue, Stanmore, HA7",HA7,3.0
316,500000.0,"Church Road,Stanmore,HA7",HA7,2.0
318,425000.0,"Whitchurch Lane, Edgware, HA8",HA8,2.0
319,350000.0,"East Croft House, 86 Northolt Road, Harrow, Middlesex, HA2",HA2,2.0
320,550000.0,"Daventer Drive, Stanmore, Middlesex, HA7",HA7,3.0
321,1000000.0,"Elmwood Avenue, Harrow, Middlesex, HA3",HA3,6.0
323,549950.0,"Buckingham House East, Buckingham Parade, The Broadway, Stanmore, HA7",HA7,2.0
324,550000.0,"Risingholme Road, Harrow Weald, Harrow, HA3",HA3,3.0
325,175000.0,"The Greenwoods, 19 Sherwood Road, HARROW, HA2",HA2,1.0
327,500000.0,"Fountain House, Church Road, Stanmore, HA7",HA7,2.0
330,375000.0,"Trinity Court, 221 Marsh Road, Pinner, Middlesex, HA5",HA5,1.0
333,419950.0,"Copley Road, Stanmore, Middlesex, HA7",HA7,2.0
334,350000.0,"Pinner Road, Pinner, HA5",HA5,1.0
336,350000.0,"Lyon Road, Harrow, HA1",HA1,2.0
338,410000.0,"Wellington Road, Hatch End, Middlesex HA5",HA5,2.0
339,465000.0,"Hillside Crescent, HARROW, HA2",HA2,3.0
340,235000.0,"Northolt Road, South Harrow, Harrow, HA2",HA2,0.0
342,230000.0,"Sherwood Road, Middlesex, Harrow, London, HA2 8AR",HA2,1.0
344,400000.0,"Cunard Court, Brightwen Grove, Stanmore, HA7",HA7,2.0
345,350000.0,"Ashdowne Lodge, 158-160 High Street, Wealdstone, Harrow, HA3",HA3,2.0
346,230000.0,"Sherwood Road, Harrow, HA2 8AR ",HA2,1.0
348,550000.0,"Sandown Court, 24 Marsh Lane, Stanmore, HA7",HA7,2.0
351,599950.0,"Spencer Road, Harrow, HA3",HA3,5.0
352,950000.0,"Pangbourne Drive, Stanmore, Middlesex, HA7",HA7,3.0
353,389950.0,"Meridian Court, Harrow, HA3",HA3,2.0
354,625000.0,"Chasewood Park, HA1",HA1,2.0
356,625000.0,"Burlington Park House, Dennis Lane, Stanmore, Middlesex, HA7",HA7,2.0
358,575000.0,"Wood End Avenue, Harrow, Middlesex, HA2",HA2,5.0
360,280000.0,"Hitherwell Drive, Harrow, Middlesex, HA3",HA3,1.0
361,350000.0,"Capel Crescent,Stanmore,HA7",HA7,2.0
363,400000.0,"Station Road, Harrow, HA1",HA1,2.0
364,275000.0,"Pinner Road, Harrow, Middlesex, HA1",HA1,2.0
369,715000.0,"Eastcote Lane, Harrow, HA2",HA2,4.0
370,799950.0,"College Road, Harrow Weald, HA3",HA3,5.0
371,385000.0,"Radnor Avenue, Harrow, Middlesex, HA1",HA1,2.0
375,800000.0,"Harrow Fields Gardens, Harrow on the Hill, Harrow, HA1",HA1,4.0
377,325000.0,"Whittington Way, Pinner, Middlesex, HA5",HA5,2.0
378,474950.0,"Grove Court, Lyon Square, Harrow, HA1",HA1,2.0
379,600000.0,"Durley Avenue, Pinner, Middlesex, HA5",HA5,4.0
380,575000.0,"Westbere Drive, Stanmore, HA7",HA7,3.0
381,400000.0,"Saturn House, 12-14 Station Road, Harrow, Middlesex, HA1",HA1,2.0
382,380000.0,"Bourne Park, 151 Rayners Lane, Harrow, Middlesex, HA2",HA2,2.0
383,650000.0," Coniston Court, 96 High Street, Harrow on the Hill, HA1",HA1,2.0
387,675000.0,"Long Elmes, Harrow, Middlesex, HA3",HA3,6.0
389,440000.0,"Ferring Close, HA2 0AR",HA2,2.0
